,Bike_number,StartLatitude,StartLongitude,EndLatitude,EndLogitude,OriginZip,DestinationZip,Duration,Duration per minute
3577,W22046,38.8637,-77.0633,38.8637,-77.0633,20037,22204,811.0,13.516666666666667
3578,W01404,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3649.0,60.81666666666667
3579,W23346,38.9057,-77.0056,38.9057,-77.0056,20002,20002,4265.0,71.08333333333333
3580,W21480,38.9319,-77.0388,38.9319,-77.0388,20010,20036,395.0,6.583333333333333
3581,W00795,38.9086,-77.0323,38.9086,-77.0323,20005,20005,65.0,1.0833333333333333
3582,W00699,38.9057,-77.0056,38.9057,-77.0056,20002,20002,69.0,1.15
3583,W22265,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1143.0,19.05
3584,W00589,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3133.0,52.21666666666667
3585,W20173,38.8637,-77.0633,38.8637,-77.0633,20037,22204,397.0,6.616666666666666
3586,W22606,38.8767,-77.0178,38.8767,-77.0178,20024,20024,944.0,15.733333333333333
3587,W20211,38.8767,-77.0178,38.8767,-77.0178,20024,20024,528.0,8.8
3588,W22633,38.9086,-77.0323,38.9086,-77.0323,20006,20005,7437.0,123.95
3589,W20742,38.9086,-77.0323,38.9086,-77.0323,20006,20005,218.0,3.6333333333333333
3590,W00369,38.9057,-77.0056,38.9057,-77.0056,20002,20002,197.0,3.283333333333333
3591,W23050,38.8767,-77.0178,38.8767,-77.0178,20024,20024,811.0,13.516666666666667
3592,W21377,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2449.0,40.81666666666667
3593,W00386,38.9249,-77.0222,38.9249,-77.0222,20059,20059,1165.0,19.416666666666668
3594,W21353,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2856.0,47.6
3595,W22105,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1459.0,24.316666666666666
3596,W23156,38.9249,-77.0222,38.9249,-77.0222,20059,20059,,
3597,W21949,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1554.0,25.9
3598,W20240,38.8767,-77.0178,38.8767,-77.0178,20024,20024,988.0,16.466666666666665
3599,W00849,38.9086,-77.0323,38.9086,-77.0323,20006,20005,3403.0,56.71666666666667
3600,W23045,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5124.0,85.4
3601,W01366,38.9319,-77.0388,38.9319,-77.0388,20010,20036,2770.0,46.166666666666664
3602,W01384,38.9086,-77.0323,38.9086,-77.0323,20005,20005,146.0,2.433333333333333
3603,W23103,38.9057,-77.0056,38.9057,-77.0056,20002,20002,,
3604,W20146,38.9086,-77.0323,38.9086,-77.0323,20005,20005,5777.0,96.28333333333333
3605,W22301,38.8952,-77.0436,38.8952,-77.0436,20036,20036,1694.0,28.233333333333334
3606,W21002,38.8637,-77.0633,38.8637,-77.0633,20037,22204,3496.0,58.266666666666666
3607,W22339,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1352.0,22.533333333333335
3608,W01012,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1676.0,27.933333333333334
3609,W21660,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1473.0,24.55
3610,W21993,38.8637,-77.0633,38.8637,-77.0633,20037,22204,901.0,15.016666666666667
3611,W21379,38.9057,-77.0056,38.9057,-77.0056,20002,20002,80.0,1.3333333333333333
3612,W20901,38.9057,-77.0056,38.9057,-77.0056,20002,20002,4849.0,80.81666666666666
3613,W00397,38.9319,-77.0388,38.9319,-77.0388,20010,20036,182.0,3.033333333333333
3614,W21715,38.9003,-77.0429,38.9003,-77.0429,20006,20006,6725.0,112.08333333333333
3615,W22957,38.9086,-77.0323,38.9086,-77.0323,20006,20005,5866.0,97.76666666666667
3616,W21597,38.9057,-77.0056,38.9057,-77.0056,20002,20002,4426.0,73.76666666666667
3617,W23343,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5111.0,85.18333333333334
3618,W00153,38.8767,-77.0178,38.8767,-77.0178,20024,20024,67.0,1.1166666666666667
3619,W21993,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1643.0,27.383333333333333
3620,W22581,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1082.0,18.033333333333335
3621,W22814,38.9176,-77.0321,38.9176,-77.0321,20010,20010,82.0,1.3666666666666667
3622,W20018,38.8767,-77.0178,38.8767,-77.0178,20024,20024,605.0,10.083333333333334
3623,W20874,38.9086,-77.0323,38.9086,-77.0323,20006,20005,5438.0,90.63333333333334
3624,W21666,38.9086,-77.0323,38.9086,-77.0323,20005,20005,740.0,12.333333333333334
3625,W21712,38.8952,-77.0436,38.8952,-77.0436,20006,20006,2425.0,40.416666666666664
3626,W23172,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1716.0,28.6
3627,W20855,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1647.0,27.45
3628,W00684,38.9086,-77.0323,38.9086,-77.0323,20005,20005,8083.0,134.71666666666667
3629,W01500,38.9086,-77.0323,38.9086,-77.0323,20005,20005,65.0,1.0833333333333333
3630,W22111,38.9375,-77.0328,38.9375,-77.0328,20010,20010,259.0,4.316666666666666
3631,W21977,38.9057,-77.0056,38.9057,-77.0056,20002,20002,10160.0,169.33333333333334
3632,W22138,38.9319,-77.0388,38.9319,-77.0388,20010,20036,276.0,4.6
3633,W20573,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1617.0,26.95
3634,W21144,38.8637,-77.0633,38.8637,-77.0633,20037,22204,2407.0,40.11666666666667
3635,W00144,38.8952,-77.0436,38.8952,-77.0436,20006,20006,280.0,4.666666666666667
3636,W21447,38.9086,-77.0323,38.9086,-77.0323,20005,20005,118.0,1.9666666666666666
3637,W23205,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1421.0,23.683333333333334
3638,W00074,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2693.0,44.88333333333333
3639,W23389,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1262.0,21.033333333333335
3640,W21576,38.9057,-77.0056,38.9057,-77.0056,20002,20002,674.0,11.233333333333333
3641,W21932,38.8767,-77.0178,38.8767,-77.0178,20024,20024,551.0,9.183333333333334
3642,W20353,38.8952,-77.0436,38.8952,-77.0436,20036,20036,8863.0,147.71666666666667
3643,W21871,38.9057,-77.0056,38.9057,-77.0056,20002,20002,987.0,16.45
3644,W01189,38.8637,-77.0633,38.8637,-77.0633,20037,22204,98.0,1.6333333333333333
3645,W00105,38.8952,-77.0436,38.8952,-77.0436,20036,20036,6782.0,113.03333333333333
3646,W23064,38.8767,-77.0178,38.8767,-77.0178,20024,20024,373.0,6.216666666666667
3647,W20407,38.9086,-77.0323,38.9086,-77.0323,20006,20005,10078.0,167.96666666666667
3648,W20746,38.9086,-77.0323,38.9086,-77.0323,20005,20005,421.0,7.016666666666667
3649,W20676,38.9057,-77.0056,38.9057,-77.0056,20002,20002,7395.0,123.25
3650,W22285,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1486.0,24.766666666666666
3651,W00319,38.9249,-77.0222,38.9249,-77.0222,20059,20059,2681.0,44.68333333333333
3652,W21610,38.9086,-77.0323,38.9086,-77.0323,20006,20005,10129.0,168.81666666666666
3653,W20958,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1735.0,28.916666666666668
3654,W21844,38.8952,-77.0436,38.8952,-77.0436,20036,20036,203.0,3.3833333333333333
3655,W22979,38.9086,-77.0323,38.9086,-77.0323,20005,20005,3065.0,51.083333333333336
3656,W22495,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1786.0,29.766666666666666
3657,W20605,38.9086,-77.0323,38.9086,-77.0323,20006,20005,397.0,6.616666666666666
3658,W21162,38.9086,-77.0323,38.9086,-77.0323,20006,20005,,
3659,W20493,38.9319,-77.0388,38.9319,-77.0388,20010,20036,2112.0,35.2
3660,W21637,38.8637,-77.0633,38.8637,-77.0633,20037,22204,4997.0,83.28333333333333
3661,W00979,38.9086,-77.0323,38.9086,-77.0323,20005,20005,845.0,14.083333333333334
3662,W01282,38.9086,-77.0323,38.9086,-77.0323,20006,20005,191.0,3.183333333333333
3663,W00211,38.8952,-77.0436,38.8952,-77.0436,20006,20006,226.0,3.7666666666666666
3664,W22663,38.9375,-77.0328,38.9375,-77.0328,20010,20010,176.0,2.933333333333333
3665,W23336,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1326.0,22.1
3666,W22072,38.8637,-77.0633,38.8637,-77.0633,20037,22204,2716.0,45.266666666666666
3667,W23381,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5226.0,87.1
3668,W22893,38.9086,-77.0323,38.9086,-77.0323,20005,20005,428.0,7.133333333333334
3669,W01173,38.9086,-77.0323,38.9086,-77.0323,20005,20005,11578.0,192.96666666666667
3670,W21838,38.8952,-77.0436,38.8952,-77.0436,20036,20036,2675.0,44.583333333333336
3671,W22137,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3886.0,64.76666666666667
3672,W01254,38.9176,-77.0321,38.9176,-77.0321,20010,20010,12325.0,205.41666666666666
3673,W21309,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1692.0,28.2
3674,W21089,38.9086,-77.0323,38.9086,-77.0323,20006,20005,7784.0,129.73333333333332
3675,W20725,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1479.0,24.65
3676,W20446,38.9375,-77.0328,38.9375,-77.0328,20010,20010,752.0,12.533333333333333
3677,W22462,38.8637,-77.0633,38.8637,-77.0633,20037,22204,957.0,15.95
3678,W00998,38.9003,-77.0429,38.9003,-77.0429,20006,20006,426.0,7.1
3679,W23388,38.9375,-77.0328,38.9375,-77.0328,20010,20010,689.0,11.483333333333333
3680,W22164,38.9375,-77.0328,38.9375,-77.0328,20010,20010,455.0,7.583333333333333
3681,W21559,38.8767,-77.0178,38.8767,-77.0178,20024,20024,745.0,12.416666666666666
3682,W22671,38.8767,-77.0178,38.8767,-77.0178,20024,20024,77.0,1.2833333333333334
3683,W23377,38.9375,-77.0328,38.9375,-77.0328,20010,20010,149.0,2.4833333333333334
3684,W01366,38.9319,-77.0388,38.9319,-77.0388,20036,20036,2770.0,46.166666666666664
3685,W00742,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5637.0,93.95
3686,W22261,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1552.0,25.866666666666667
3687,W00753,38.9057,-77.0056,38.9057,-77.0056,20002,20002,235.0,3.9166666666666665
3688,W20158,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1429.0,23.816666666666666
3689,W21761,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1534.0,25.566666666666666
3690,W22300,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3484.0,58.06666666666667
3691,W22648,38.8767,-77.0178,38.8767,-77.0178,20024,20024,6572.0,109.53333333333333
3692,W20184,38.8767,-77.0178,38.8767,-77.0178,20024,20024,,
3693,W23099,38.9003,-77.0429,38.9003,-77.0429,20006,20006,507.0,8.45
3694,W21324,38.8767,-77.0178,38.8767,-77.0178,20024,20024,774.0,12.9
3695,W00459,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1681.0,28.016666666666666
3696,W22881,38.9057,-77.0056,38.9057,-77.0056,20002,20002,66.0,1.1
3697,W23103,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1842.0,30.7
3698,W20416,38.9086,-77.0323,38.9086,-77.0323,20006,20005,479.0,7.983333333333333
3699,W22545,38.8637,-77.0633,38.8637,-77.0633,20037,22204,2125.0,35.416666666666664
3700,W22969,38.9086,-77.0323,38.9086,-77.0323,20006,20005,101.0,1.6833333333333333
3701,W20247,38.9003,-77.0429,38.9003,-77.0429,20006,20006,298.0,4.966666666666667
3702,W20075,38.8637,-77.0633,38.8637,-77.0633,20037,22204,12886.0,214.76666666666668
3703,W01084,38.9086,-77.0323,38.9086,-77.0323,20005,20005,6546.0,109.1
3704,W22681,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3527.0,58.78333333333333
3705,W20113,38.8952,-77.0436,38.8952,-77.0436,20036,20036,2194.0,36.56666666666667
3706,W20090,38.8952,-77.0436,38.8952,-77.0436,20036,20036,2010.0,33.5
3707,W20829,38.8767,-77.0178,38.8767,-77.0178,20024,20024,60.0,1.0
3708,W20589,38.9086,-77.0323,38.9086,-77.0323,20005,20005,2810.0,46.833333333333336
3709,W21531,38.9057,-77.0056,38.9057,-77.0056,20002,20002,200.0,3.3333333333333335
3710,W22197,38.9003,-77.0429,38.9003,-77.0429,20006,20006,525.0,8.75
3711,W22169,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1074.0,17.9
3712,W22278,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1677.0,27.95
3713,W21630,38.9057,-77.0056,38.9057,-77.0056,20002,20002,,
3714,W22540,38.9176,-77.0321,38.9176,-77.0321,20010,20010,333.0,5.55
3715,W00141,38.8767,-77.0178,38.8767,-77.0178,20024,20024,596.0,9.933333333333334
3716,W21655,38.9319,-77.0388,38.9319,-77.0388,20010,20036,6897.0,114.95
3717,W01463,38.9375,-77.0328,38.9375,-77.0328,20010,20010,588.0,9.8
3718,W00921,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1011.0,16.85
3719,W20636,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5700.0,95.0
3720,W01384,38.8952,-77.0436,38.8952,-77.0436,20006,20006,9758.0,162.63333333333333
3721,W23038,38.9086,-77.0323,38.9086,-77.0323,20005,20005,70.0,1.1666666666666667
3722,W20078,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1653.0,27.55
3723,W22370,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1933.0,32.21666666666667
3724,W20866,38.9057,-77.0056,38.9057,-77.0056,20002,20002,107.0,1.7833333333333334
3725,W20397,38.9375,-77.0328,38.9375,-77.0328,20010,20010,850.0,14.166666666666666
3726,W20789,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1293.0,21.55
3727,W22050,38.9003,-77.0429,38.9003,-77.0429,20006,20006,2530.0,42.166666666666664
3728,W22886,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1561.0,26.016666666666666
3729,W23172,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1097.0,18.283333333333335
3730,W00351,38.8767,-77.0178,38.8767,-77.0178,20024,20024,973.0,16.216666666666665
3731,W22756,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3986.0,66.43333333333334
3732,W23068,38.9003,-77.0429,38.9003,-77.0429,20006,20006,156.0,2.6
3733,W01387,38.9057,-77.0056,38.9057,-77.0056,20002,20002,331.0,5.516666666666667
3734,W00902,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1093.0,18.216666666666665
3735,W20648,38.8767,-77.0178,38.8767,-77.0178,20024,20024,77.0,1.2833333333333334
3736,W23077,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1391.0,23.183333333333334
3737,W00961,38.9319,-77.0388,38.9319,-77.0388,20010,20036,,
3738,W21707,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1321.0,22.016666666666666
3739,W20993,38.8767,-77.0178,38.8767,-77.0178,20024,20024,6476.0,107.93333333333334
3740,W20926,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2160.0,36.0
3741,W22303,38.9086,-77.0323,38.9086,-77.0323,20005,20005,307.0,5.116666666666666
3742,W22818,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1824.0,30.4
3743,W20493,38.9176,-77.0321,38.9176,-77.0321,20010,20010,567.0,9.45
3744,W23063,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1221.0,20.35
3745,W00356,38.9375,-77.0328,38.9375,-77.0328,20010,20010,512.0,8.533333333333333
3746,W00595,38.9176,-77.0321,38.9176,-77.0321,20010,20010,5668.0,94.46666666666667
3747,W21690,38.9375,-77.0328,38.9375,-77.0328,20010,20010,3299.0,54.983333333333334
3748,W00596,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1710.0,28.5
3749,W22244,38.8952,-77.0436,38.8952,-77.0436,20006,20006,6559.0,109.31666666666666
3750,W01405,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1195.0,19.916666666666668
3751,W00469,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1070.0,17.833333333333332
3752,W22573,38.9057,-77.0056,38.9057,-77.0056,20002,20002,308.0,5.133333333333334
3753,W00064,38.8952,-77.0436,38.8952,-77.0436,20006,20006,9059.0,150.98333333333332
3754,W01093,38.9086,-77.0323,38.9086,-77.0323,20006,20005,68.0,1.1333333333333333
3755,W23305,38.9057,-77.0056,38.9057,-77.0056,20002,20002,,
3756,W01073,38.9057,-77.0056,38.9057,-77.0056,20002,20002,2038.0,33.96666666666667
3757,W23272,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1100.0,18.333333333333332
3758,W00862,38.9375,-77.0328,38.9375,-77.0328,20010,20010,1119.0,18.65
3759,W21273,38.9057,-77.0056,38.9057,-77.0056,20002,20002,,
3760,W21904,38.9319,-77.0388,38.9319,-77.0388,20010,20036,75.0,1.25
3761,W21014,38.8637,-77.0633,38.8637,-77.0633,20037,22204,806.0,13.433333333333334
3762,W22171,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5959.0,99.31666666666666
3763,W21132,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1620.0,27.0
3764,W00885,38.9057,-77.0056,38.9057,-77.0056,20002,20002,86.0,1.4333333333333333
3765,W00093,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1232.0,20.533333333333335
3766,W21100,38.9249,-77.0222,38.9249,-77.0222,20059,20059,1282.0,21.366666666666667
3767,W21904,38.9319,-77.0388,38.9319,-77.0388,20036,20036,75.0,1.25
3768,W01089,38.9319,-77.0388,38.9319,-77.0388,20010,20036,2928.0,48.8
3769,W22907,38.8952,-77.0436,38.8952,-77.0436,20006,20006,1618.0,26.966666666666665
3770,W21489,38.9057,-77.0056,38.9057,-77.0056,20002,20002,8465.0,141.08333333333334
3771,W21834,38.9057,-77.0056,38.9057,-77.0056,20002,20002,332.0,5.533333333333333
3772,W21746,38.8767,-77.0178,38.8767,-77.0178,20024,20024,198.0,3.3
3773,W22008,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1131.0,18.85
3774,W22489,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1681.0,28.016666666666666
3775,W23220,38.9086,-77.0323,38.9086,-77.0323,20005,20005,3372.0,56.2
3776,W20043,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1460.0,24.333333333333332
3777,W00420,38.9057,-77.0056,38.9057,-77.0056,20002,20002,298.0,4.966666666666667
3778,W21846,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1278.0,21.3
3779,W22061,38.9086,-77.0323,38.9086,-77.0323,20005,20005,11054.0,184.23333333333332
3780,W20567,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2944.0,49.06666666666667
3781,W22895,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2326.0,38.766666666666666
3782,W01446,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1662.0,27.7
3783,W21341,38.9086,-77.0323,38.9086,-77.0323,20006,20005,791.0,13.183333333333334
3784,W00799,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2160.0,36.0
3785,W22844,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1225.0,20.416666666666668
3786,W01366,38.9319,-77.0388,38.9319,-77.0388,20010,20036,12446.0,207.43333333333334
3787,W20367,38.8637,-77.0633,38.8637,-77.0633,20037,22204,2568.0,42.8
3788,W21979,38.9319,-77.0388,38.9319,-77.0388,20036,20036,2927.0,48.78333333333333
3789,W22080,38.9086,-77.0323,38.9086,-77.0323,20006,20005,4560.0,76.0
3790,W21883,38.8767,-77.0178,38.8767,-77.0178,20024,20024,341.0,5.683333333333334
3791,W21901,38.9086,-77.0323,38.9086,-77.0323,20006,20005,281.0,4.683333333333334
3792,W21887,38.8637,-77.0633,38.8637,-77.0633,20037,22204,13034.0,217.23333333333332
3793,W21588,38.9375,-77.0328,38.9375,-77.0328,20010,20010,596.0,9.933333333333334
3794,W22382,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1426.0,23.766666666666666
3795,W20784,38.9319,-77.0388,38.9319,-77.0388,20036,20036,2241.0,37.35
3796,W20848,38.9003,-77.0429,38.9003,-77.0429,20006,20006,76.0,1.2666666666666666
3797,W23151,38.8767,-77.0178,38.8767,-77.0178,20024,20024,4885.0,81.41666666666667
3798,W00810,38.9249,-77.0222,38.9249,-77.0222,20059,20059,1486.0,24.766666666666666
3799,W22117,38.9003,-77.0429,38.9003,-77.0429,20006,20006,479.0,7.983333333333333
3800,W21174,38.8767,-77.0178,38.8767,-77.0178,20024,20024,174.0,2.9
3801,W21570,38.9375,-77.0328,38.9375,-77.0328,20010,20010,144.0,2.4
3802,W00742,38.8952,-77.0436,38.8952,-77.0436,20036,20036,2631.0,43.85
3803,W00822,38.9086,-77.0323,38.9086,-77.0323,20005,20005,5520.0,92.0
3804,W01186,38.8767,-77.0178,38.8767,-77.0178,20024,20024,61.0,1.0166666666666666
3805,W23183,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2896.0,48.266666666666666
3806,W22569,38.9057,-77.0056,38.9057,-77.0056,20002,20002,9221.0,153.68333333333334
3807,W21040,38.9176,-77.0321,38.9176,-77.0321,20010,20010,750.0,12.5
3808,W21394,38.9086,-77.0323,38.9086,-77.0323,20005,20005,6187.0,103.11666666666666
3809,W20081,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5114.0,85.23333333333333
3810,W20145,38.9176,-77.0321,38.9176,-77.0321,20010,20010,96.0,1.6
3811,W21539,38.8767,-77.0178,38.8767,-77.0178,20024,20024,140.0,2.3333333333333335
3812,W00285,38.9249,-77.0222,38.9249,-77.0222,20059,20059,10514.0,175.23333333333332
3813,W20008,38.9319,-77.0388,38.9319,-77.0388,20036,20036,605.0,10.083333333333334
3814,W20171,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1940.0,32.333333333333336
3815,W01171,38.8767,-77.0178,38.8767,-77.0178,20024,20024,6516.0,108.6
3816,W00931,38.9057,-77.0056,38.9057,-77.0056,20002,20002,772.0,12.866666666666667
3817,W22113,38.9319,-77.0388,38.9319,-77.0388,20036,20036,117.0,1.95
3818,W01271,38.9249,-77.0222,38.9249,-77.0222,20059,20059,808.0,13.466666666666667
3819,W22813,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1473.0,24.55
3820,W20553,38.9086,-77.0323,38.9086,-77.0323,20005,20005,3389.0,56.483333333333334
3821,W21813,38.8767,-77.0178,38.8767,-77.0178,20024,20024,220.0,3.6666666666666665
3822,W00151,38.9086,-77.0323,38.9086,-77.0323,20005,20005,694.0,11.566666666666666
3823,W20020,38.9086,-77.0323,38.9086,-77.0323,20006,20005,499.0,8.316666666666666
3824,W00477,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1950.0,32.5
3825,W21129,38.8767,-77.0178,38.8767,-77.0178,20024,20024,277.0,4.616666666666666
3826,W00493,38.8952,-77.0436,38.8952,-77.0436,20036,20036,2686.0,44.766666666666666
3827,W23183,38.8637,-77.0633,38.8637,-77.0633,20037,22204,362.0,6.033333333333333
3828,W21864,38.9086,-77.0323,38.9086,-77.0323,20005,20005,7674.0,127.9
3829,W22701,38.9375,-77.0328,38.9375,-77.0328,20010,20010,2154.0,35.9
3830,W22933,38.8767,-77.0178,38.8767,-77.0178,20024,20024,6708.0,111.8
3831,W22012,38.8952,-77.0436,38.8952,-77.0436,20006,20006,3710.0,61.833333333333336
3832,W20827,38.8952,-77.0436,38.8952,-77.0436,20006,20006,2183.0,36.38333333333333
3833,W00704,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2453.0,40.88333333333333
3834,W01212,38.9086,-77.0323,38.9086,-77.0323,20005,20005,78.0,1.3
3835,W00793,38.9057,-77.0056,38.9057,-77.0056,20002,20002,673.0,11.216666666666667
3836,W22025,38.8952,-77.0436,38.8952,-77.0436,20006,20006,2402.0,40.03333333333333
3837,W23268,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1329.0,22.15
3838,W22133,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3998.0,66.63333333333334
3839,W21124,38.9057,-77.0056,38.9057,-77.0056,20002,20002,942.0,15.7
3840,W01431,38.8637,-77.0633,38.8637,-77.0633,20037,22204,3226.0,53.766666666666666
3841,W00307,38.9086,-77.0323,38.9086,-77.0323,20006,20005,565.0,9.416666666666666
3842,W20177,38.9176,-77.0321,38.9176,-77.0321,20010,20010,698.0,11.633333333333333
3843,W21264,38.9003,-77.0429,38.9003,-77.0429,20006,20006,7628.0,127.13333333333334
3844,W22608,38.9375,-77.0328,38.9375,-77.0328,20010,20010,720.0,12.0
3845,W20353,38.8952,-77.0436,38.8952,-77.0436,20006,20006,8863.0,147.71666666666667
3846,W00470,38.9249,-77.0222,38.9249,-77.0222,20059,20059,3370.0,56.166666666666664
3847,W22234,38.8637,-77.0633,38.8637,-77.0633,20037,22204,6488.0,108.13333333333334
3848,W20534,38.9249,-77.0222,38.9249,-77.0222,20059,20059,4229.0,70.48333333333333
3849,W00132,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1155.0,19.25
3850,W22303,38.9086,-77.0323,38.9086,-77.0323,20006,20005,307.0,5.116666666666666
3851,W20662,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1955.0,32.583333333333336
3852,W20086,38.9086,-77.0323,38.9086,-77.0323,20006,20005,11880.0,198.0
3853,W21339,38.9057,-77.0056,38.9057,-77.0056,20002,20002,5414.0,90.23333333333333
3854,W21708,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1027.0,17.116666666666667
3855,W00979,38.9086,-77.0323,38.9086,-77.0323,20005,20005,3597.0,59.95
3856,W22464,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1258.0,20.966666666666665
3857,W20779,38.9057,-77.0056,38.9057,-77.0056,20002,20002,6875.0,114.58333333333333
3858,W01480,38.8767,-77.0178,38.8767,-77.0178,20024,20024,618.0,10.3
3859,W23311,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1117.0,18.616666666666667
3860,W22475,38.9176,-77.0321,38.9176,-77.0321,20010,20010,94.0,1.5666666666666667
3861,W00403,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1350.0,22.5
3862,W20202,38.8767,-77.0178,38.8767,-77.0178,20024,20024,8992.0,149.86666666666667
3863,W21355,38.8637,-77.0633,38.8637,-77.0633,20037,22204,681.0,11.35
3864,W22392,38.9057,-77.0056,38.9057,-77.0056,20002,20002,484.0,8.066666666666666
3865,W23090,38.8637,-77.0633,38.8637,-77.0633,20037,22204,3694.0,61.56666666666667
3866,W20113,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3434.0,57.233333333333334
3867,W22708,38.9375,-77.0328,38.9375,-77.0328,20010,20010,939.0,15.65
3868,W00989,38.8767,-77.0178,38.8767,-77.0178,20024,20024,148.0,2.466666666666667
3869,W20415,38.9086,-77.0323,38.9086,-77.0323,20005,20005,60.0,1.0
3870,W00107,38.9375,-77.0328,38.9375,-77.0328,20010,20010,67.0,1.1166666666666667
3871,W00679,38.9003,-77.0429,38.9003,-77.0429,20006,20006,125.0,2.0833333333333335
3872,W20008,38.9319,-77.0388,38.9319,-77.0388,20010,20036,605.0,10.083333333333334
3873,W20981,38.8767,-77.0178,38.8767,-77.0178,20024,20024,101.0,1.6833333333333333
3874,W20038,38.9319,-77.0388,38.9319,-77.0388,20036,20036,2999.0,49.983333333333334
3875,W22127,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3093.0,51.55
3876,W00192,38.9375,-77.0328,38.9375,-77.0328,20010,20010,1623.0,27.05
3877,W20175,38.9086,-77.0323,38.9086,-77.0323,20006,20005,3917.0,65.28333333333333
