,externalID,OriginZip,DestinationZip,TotalAMount,milage,Duration
542,26604205,20019,20019,25.1,9.3,46
543,33085949,20219,20037,24.95,3.7,43
544,36082907,20024,22202,22.94,6.0,31
545,33233041,20009,20037,16.49,3.2,33
546,28597283,20036,20003,24.43,4.1,30
547,77160_26NCQLUG,20001,22202,17.27,5.64,821
548,51021_26NTFN4W,20036,20009,7.01,0.63,336
549,79990_26NJVM0H,20010,20036,20.17,2.72,1405
550,76102_26NMVMAV,20433,20002,15.57,2.24,1096
551,74469_26NDW75Y,20036,20009,7.74,1.13,277
552,29984561,20045,20814,33.68,7.8,44
553,34044195,20372,20024,64.79,27.2,47
554,35284974,20008,20003,32.37,8.0,32
555,27288304,20004,20008,31.99,10.0,42
556,59314_26NRNJBO,20565,20007,15.65,3.52,994
557,73132_26NPUK80,20002,22209,18.46,5.21,618
558,28468242,20003,20011,26.45,7.0,40
559,30856219,20007,20002,21.05,5.8,31
560,33820397,20002,20037,23.35,3.0,32
561,66348_26NCOZ9W,20002,20910,26.65,6.88,1186
562,30826024,20002,20016,25.78,5.0,30
563,77054_26NGVM1Z,20009,22202,22.99,6.65,810
564,72461_26NNHII7,20005,20006,8.63,1.21,519
565,34824554,20002,20814,56.97,19.7,33
566,1353799A,20597,20004,9.63,1.2452278692429,475
567,27582872,20002,20008,25.1,6.68,39
568,77281_26ND9Q9S,20005,20001,5.12,0.48,175
569,34514390,20002,20016,26.58,7.6,36
570,76669_26NFN9RD,20006,20037,5.66,0.88,207
571,30960355,20814,20003,40.81,10.2,47
572,91218_26NF1SA6,20004,20037,13.52,2.21,596
573,61659_26NLOBEJ,20009,20001,14.25,2.52,605
574,27907391,20036,21240,95.87,36.0,93
575,78544_26NL3MLH,20006,20006,14.25,1.03,722
576,1359064A,20001,20016,19.81,5.7843444285342,1145
577,27356631,20004,22314,28.8,9.5,34
578,56158_26NU0VME,20009,20036,8.09,0.91,467
579,51649_26NMB9CU,20005,20002,19.77,2.5,1241
580,82546_26NSUWI9,20002,20011,18.08,5.11,1158
581,78108_26NL429J,20002,20002,9.9,0.78,546
582,30730875,20037,20024,81.16,27.0,68
583,35135441,20036,20036,67.5,0.0,40
584,76472_26NCQM39,20001,22202,19.46,5.59,689
585,73645_26NUNJ71,20009,20007,10.25,1.4,679
586,80336_26NOOT1S,20010,20012,14.03,3.37,920
587,26495748,20002,20002,38.34,8.0,43
588,32318212,20002,20016,24.59,0.0,36
589,78069_26NQD2NM,20007,20007,9.61,0.96,385
590,31696338,20003,20011,24.29,5.31,30
591,30688839,20036,20910,27.1,7.0,39
592,28179613,20006,20910,33.74,0.0,47
593,29554258,20036,20004,15.92,1.51,29
594,33933341,20009,20004,21.72,3.7,32
595,30981888,20036,20001,18.39,2.1,30
596,81314_26NF57OL,20036,20005,8.01,0.66,370
597,79614_26NL3EHC,20036,20005,5.12,0.42,169
598,31976539,20016,20037,27.4,5.5,35
599,30273136,20002,20002,58.93,20.0,45
600,63335_26NJBN7B,20011,20017,5.39,0.71,172
601,26880721,20001,22042,37.48,10.8,29
602,1351134A,20019,20003,17.92,5.0759812693840995,966
603,74627_26NGVVOF,20005,22202,16.73,5.41,799
604,27173307,20002,20008,23.43,4.3,32
605,29227429,20009,20019,89.84,10.5,136
606,73468_26NQHBTL,20037,20008,11.06,2.72,573
607,32561965,20012,20012,27.99,6.0,41
608,62482_26NQDH83,20001,20003,12.06,2.4,630
609,31611036,22202,20015,39.88,10.9,33
610,27566590,20002,20008,21.05,3.9,29
611,72583_26NKEJYE,20007,20037,5.66,0.43,248
612,82716_26NPA8FR,20036,22202,20.43,5.33,1137
613,30902591,20036,20036,76.14,27.0,42
614,79746_26NTYNV3,20001,20037,10.25,1.89,589
615,30451519,20006,20815,25.02,6.4,36
616,64337_26NF1UDE,20036,20036,5.58,0.34,134
617,72393_26NMW2GW,20016,20814,30.34,10.3,1233
618,31037693,20036,20019,21.32,6.0,30
619,28232232,20910,20017,15.11,3.8,29
620,78322_26NF4VI4,20011,20017,9.44,2.0,504
621,26937359,20001,20001,38.31,8.0,47
622,1363971A,20018,20001,15.76,3.5921468623221,845
623,79579_26NEKO3Z,20004,20001,13.87,1.53,831
624,35192022,20002,20007,20.51,4.11,34
625,31166553,20007,22202,31.38,0.0,40
626,30576943,20037,20007,19.27,4.0,29
627,34799080,20002,20147,106.93,43.1,68
628,71808_26NOOS9X,20005,20002,24.08,2.1,1456
629,26957421,22202,20850,78.2,25.7,38
630,75851_26NM7ECR,20036,20008,11.79,2.56,577
631,59040_26NDUOFV,20009,20007,10.36,1.55,457
632,33112467,20036,20024,24.84,3.17,34
633,35006221,20007,20005,8.9,0.0,35
634,65262_26NL2YYZ,20007,20005,10.25,1.56,676
635,30342713,20565,20011,27.75,4.5,43
636,33378803,20009,20019,22.13,6.0,32
637,30898858,20002,22314,36.94,11.0,34
638,26925059,20002,20020,19.35,5.1,29
639,29987375,20268,20166,76.95,27.6,48
640,79456_26NQY2IN,20002,22312,32.66,12.42,1397
641,76686_26NS85AW,20010,20009,7.55,1.16,364
642,20170434143912,20024,20010,26.18,3.68,37
643,32390613,22202,20850,66.85,24.9,42
644,60775_26NRN61Q,20036,20007,9.98,1.46,682
645,28980443,20004,20174,69.65,30.0,37
646,26621494,20002,20012,22.13,6.0,32
647,30875598,20006,20015,25.64,5.0,35
648,27285723,20006,20011,23.75,3.6,46
649,75049_26NUMBJD,20008,20007,10.17,2.41,359
650,74813_26NUNDLM,20037,20037,7.2,0.81,297
651,36188907,20037,20002,25.59,3.7,30
652,52998_26NQH5NH,20002,20002,8.9,0.0,571
653,80170_26NFQOFG,20005,20036,11.67,0.83,601
654,29718875,22202,22202,41.13,7.0,55
655,29750603,20002,22314,25.64,8.7,29
656,30561691,20001,20036,36.04,4.66,34
657,27094803,20002,20910,25.91,8.0,34
658,36275722,20020,20001,5.25,5.42,29
659,28240615,20005,20166,63.71,27.4,37
660,77139_26NFQA86,20009,20003,8.2,0.67,284
661,31709307,20036,20008,17.81,2.6,34
662,29980679,20008,20166,80.66,28.3,43
663,78787_26NTFLWK,20006,22211,12.33,1.81,714
664,29189733,20009,20011,18.08,4.3,31
665,34936094,20036,20002,21.7,3.62,30
666,79820_26NCO9IM,20001,20001,4.85,0.5,145
667,1347842A,20002,22202,24.32,6.7362850950413,1285
668,64132_26NCSLXZ,20006,20002,17.84,2.25,1132
669,36162879,20005,20814,35.05,9.0,35
670,72431_26NSUF53,20002,20566,14.49,2.93,916
671,33702270,20005,20005,17.19,0.0,30
672,35211649,20008,20004,81.6,28.5,36
673,27717017,20002,20007,21.05,2.9,30
674,81938_26NPVB1N,20037,20006,9.63,1.57,506
675,30161137,22202,20008,34.18,9.2,30
676,31599545,22202,20002,36.2,7.3,59
677,32725018,20006,20036,16.68,1.9,41
678,66673_26NSUMY6,20004,20007,22.87,3.33,1360
679,62560_26NQZBJW,20005,20001,8.7,0.63,282
680,79831_26NTXLVH,20004,20005,11.01,0.48,368
681,70866_26NTCU3V,20009,20010,5.39,0.75,185
682,35783878,22202,20008,29.24,6.99,30
683,27275299,20006,20006,29.47,6.0,32
684,1353633A,20543,20004,4.04,0.13732303348438,79
685,65681_26NQZD24,20011,20037,11.33,2.61,1050
686,33118823,20002,22202,27.45,6.8,32
687,28449555,20001,20037,25.7,6.2,34
688,31762684,20024,20007,26.21,6.0,31
689,77627_26NUNEGE,20004,20004,6.93,0.48,253
690,31951246,20007,20007,21.86,4.0,39
691,1356627A,20002,20008,14.84,3.7474896603812997,882
692,34384313,20011,20005,20.51,5.12,31
693,31003968,20002,20019,41.48,12.6,47
694,31053248,22202,20910,48.9,13.1,37
695,73400_26NEIJ2R,20001,20024,11.25,2.35,551
696,64607_26NONX43,20036,20001,9.17,1.67,520
697,74219_26NFMVHN,20005,22202,14.95,3.45,660
698,35593855,20007,20007,28.05,3.0,42
699,81317_26NNEAFX,20002,20009,14.6,2.31,697
700,91355_26NPV8KT,20002,22101,38.12,9.62,2013
701,73934_26NNZ1HP,20007,20007,6.47,1.11,275
702,76959_26NS9LEI,20004,20001,8.82,1.29,416
703,77916_26NMAHJM,20005,20591,17.91,2.49,1055
704,73470_26NS90EO,20024,20036,14.76,2.09,978
705,53686_26NQHK8D,20004,20037,10.44,1.97,576
706,31216735,20002,22102,56.69,19.0,30
707,26902412,20009,20024,23.48,5.5,43
708,31740074,20002,20007,40.35,5.54,58
709,75572_26NCO31D,20240,20037,7.82,1.11,438
710,30888888,20002,20240,25.58,3.2,38
711,29649012,20005,20024,22.32,4.8,34
712,73892_26ND9PIH,20008,20008,11.06,2.27,651
713,76323_26NFQW8X,20005,20002,13.6,2.15,731
714,73917_26ND9QU2,20001,20037,11.36,1.47,452
715,33603125,20037,20002,18.62,2.7,33
716,53149_26NSV3JE,20004,20024,8.9,1.22,530
717,32401779,20004,20166,86.39,29.9,37
718,28772592,20037,22202,35.3,9.9,31
719,77260_26NFN29Y,20001,20002,9.24,1.18,289
720,35200922,20002,20037,31.09,4.95,42
721,28996670,20003,20009,26.07,3.4,42
722,74686_26NDVEGU,20007,20045,14.22,2.79,882
723,31746798,20007,20166,71.28,25.5,43
724,74402_26NTFMTG,20002,20009,15.84,2.8,1042
725,1363441A,20003,20019,17.65,4.8957836236353,800
726,56894_26NDDZD7,20007,20008,9.17,1.84,575
727,31757234,20005,20005,75.33,27.0,48
728,29174982,20001,20001,27.48,4.2,42
729,70310_26NFQ3BC,20007,20005,13.92,1.95,731
730,73438_26NO2DEJ,20002,20007,21.89,3.29,1461
731,33705818,20032,20010,34.28,11.33,42
732,60250_26NGXP7W,20004,20007,16.22,2.8,904
733,30614867,20005,22191,66.68,28.0,41
734,35814090,20003,20010,28.72,7.3,30
735,28993255,20007,20003,27.76,4.2,36
736,75038_26NNZA2Q,20036,22202,14.84,4.13,788
737,71552_26NCQHMA,20036,20037,7.55,0.86,431
738,70824_26NFQNOE,20004,20004,5.81,0.21,101
739,30282395,20002,20037,17.46,2.55,29
740,30104795,20002,22310,43.2,12.8,30
741,61846_26NPTSL7,20005,20001,9.9,1.46,503
742,62603_26NL3SNO,20005,20001,12.41,0.99,933
743,75094_26NF6CSI,20003,20001,14.95,1.97,944
744,78151_26NSVB36,20004,20006,13.18,1.61,635
745,76891_26NMAWRO,20005,20008,8.82,1.04,420
746,34400657,20002,20002,43.11,17.0,35
747,34442643,20032,20037,35.9,9.99,45
748,76958_26NOOZAC,20036,20009,10.63,1.31,509
749,82382_26NSTLO1,20007,20037,9.82,0.94,431
750,35943703,20037,20037,65.6,28.0,35
751,27574215,20009,20005,31.61,4.4,54
752,76970_26NCSEQT,20036,20005,10.71,0.59,641
753,29774123,20009,20002,23.22,3.0,30
754,32458105,20002,20008,26.62,6.0,30
755,60236_26NSUG29,20036,20002,24.48,5.51,1529
756,81596_26NDADDF,20036,22209,13.34,3.24,592
757,35137337,20009,20009,27.09,5.0,32
758,77635_26NL3756,20036,20008,9.17,1.39,680
759,80955_26NSUDXV,20004,20005,4.85,0.51,144
760,74571_26NFN9G7,20007,20001,12.87,2.55,748
761,28354489,20009,20174,79.64,27.0,40
762,73239_26NF4RHW,20002,20002,8.63,1.2,520
763,29663885,20002,22044,32.66,10.5,40
764,74166_26NQHAK5,20268,20036,9.36,1.52,503
765,30123584,20001,22003,60.26,17.9,34
766,82387_26NUMQYC,20224,20036,15.41,1.91,841
767,28120748,20002,20850,74.51,26.7,35
768,77791_26NFO4XW,20002,20036,13.06,2.07,663
769,72376_26NFQABI,20002,20003,9.82,1.01,460
770,72354_26NTECQH,20005,22202,16.46,5.41,668
771,52866_26NP9UP0,20433,20037,5.66,0.64,233
772,33774403,20005,20166,79.92,27.7,41
773,58565_26NO2A2K,20002,20004,10.17,1.6,474
774,65690_26NCSE1I,20036,20010,22.65,2.75,1626
775,54123_26NP5QH1,20004,20036,7.74,0.67,344
776,36012071,22202,20015,31.61,9.17,31
777,78723_26NPVAW5,20011,20011,9.17,1.41,546
778,50673_26NMB9A8,20015,20001,25.05,5.61,1489
779,30184718,20002,20007,25.26,4.4,36
780,59433_26NMV2H8,20037,20004,15.87,1.94,822
781,31175935,20019,20020,22.24,5.47,29
782,66037_26NPRSZT,20001,20001,7.82,1.11,444
783,52065_26ND9W2K,20001,22314,24.51,7.57,833
784,77145_26NFNHVO,20002,20742,34.28,12.13,1678
785,81552_26NONL4P,20002,22202,18.11,4.63,714
786,34796957,20002,20854,65.75,0.0,35
787,31641151,20001,20008,17.0,2.7,30
788,28938747,20515,20910,32.45,8.6,35
789,35286564,20009,20009,67.79,27.0,40
790,32865144,20037,20037,12.09,2.2,38
791,62744_26NGWNJZ,20006,20002,14.95,1.95,894
792,77479_26NSU5JB,20010,20017,14.14,3.21,716
793,33930287,20002,20011,21.05,5.6,31
794,73360_26NMBA7N,20005,20036,7.55,0.81,427
795,82383_26NFMRIW,20530,20007,16.09,2.65,805
796,70856_26NM7ETS,20024,20009,26.16,3.5,1523
797,30294625,20005,22202,26.56,5.1,34
798,31563642,20004,20166,70.92,28.0,59
799,33940205,20004,20565,28.25,5.0,45
800,74848_26NO2XP7,20005,20001,8.74,0.83,325
801,63264_26NF2147,20004,20001,10.9,1.63,520
802,75572_26NP6L89,20009,20009,6.66,0.76,257
803,64490_26NMATCT,20024,20017,19.08,4.89,1211
804,33931836,20016,20002,22.94,5.53,35
805,81236_26NCQFD2,20008,20037,14.3,3.05,951
806,66485_26NI518A,20009,20009,5.66,0.72,231
807,28047158,20036,22030,60.2,22.0,44
808,64507_26NNDH4G,20515,20003,9.17,1.73,507
809,71528_26NCS7BV,20001,20560,10.0,1.03,414
810,31680798,20002,20019,25.75,6.0,40
811,35390260,20036,20002,26.93,2.95,30
812,27583421,20001,20005,10.52,1.9,85
813,52645_26NUMR72,20008,20268,9.09,1.52,441
814,28695054,20036,20001,15.11,1.5,29
815,76945_26NTEJ7R,20009,20005,10.2,1.18,224
816,33227248,20002,20003,10.63,2.0,56
817,34145211,20009,20003,21.51,5.0,29
818,61058_26NF1U3A,20004,22201,19.65,4.64,786
819,35916713,20002,20020,26.64,7.17,29
820,29131017,20002,20016,28.0,6.0,33
821,74800_26NP9CB4,20004,20006,8.36,1.43,467
822,53212_26NTFPDR,20427,20005,6.2,0.76,293
823,32877721,20001,20003,27.24,3.8,33
824,63336_26NFQPR6,20004,20006,12.44,1.28,616
825,31860512,20007,20024,64.93,24.2,51
826,73372_26NCSIUX,20036,22202,21.89,4.84,1149
827,26585234,20001,22205,42.51,11.0,38
828,1347609A,20002,20002,10.79,2.4233476497243,747
829,64341_26NFPNC8,20003,22202,17.54,5.65,868
830,35998465,20001,20001,74.19,25.0,41
831,51325_26NFRD7B,20219,20001,17.03,1.64,1050
832,70486_26NNGE7A,20006,20005,10.17,1.05,591
833,75512_26NS9EOR,20560,20001,7.74,0.86,325
834,78084_26NPRSTQ,20007,20007,5.85,0.22,147
835,74329_26NL3KTP,20001,20001,9.78,1.19,385
836,71684_26NF20N5,20004,22314,25.59,7.73,899
837,1357588A,20003,20010,20.08,4.0724667939213,1385
838,1355192A,20002,20002,5.66,0.7748498767195401,239
839,51320_26NFRLBP,20005,20009,10.9,1.05,566
840,64629_26NPRLD5,20002,20816,25.76,7.04,1556
841,81490_26NCSDF2,20037,20024,17.27,3.55,1267
842,74111_26NPW604,20009,20009,5.66,0.76,227
843,31115466,20037,20001,22.27,2.0,31
844,60021_26NSUVZS,20016,20433,13.22,2.31,906
845,82765_26NOP396,20009,20007,8.41,1.13,346
846,32992542,20001,20740,32.39,11.2,38
847,34969125,20037,20166,82.38,27.0,29
848,32962190,20008,20001,22.36,5.1,33
849,30306543,20002,20002,49.9,13.0,41
850,81195_26NFQ9Q7,20036,20037,5.12,0.49,186
851,81591_26NP8L5C,20002,20005,13.33,2.04,720
852,76772_26NMWCCQ,20024,20001,10.17,1.72,541
853,79484_26NPAEZD,20001,20001,10.82,1.35,400
854,77487_26NFRL5F,20036,20001,12.41,1.28,896
855,26862735,22202,20037,32.99,8.0,35
856,64596_26NGXZBR,20001,22202,24.7,6.14,1260
857,91082_26NEKO8T,20005,20009,11.82,1.04,423
858,33869291,20002,20748,32.97,8.0,32
859,33655794,20015,20024,32.77,10.52,39
860,76969_26NFMUOS,20002,20003,9.71,1.85,546
861,77251_26NSU04C,20004,20001,17.19,3.2,1214
862,35146395,20005,20003,19.92,2.5,30
863,30128150,20037,20007,65.36,26.7,33
864,30129643,20009,20191,72.61,23.0,50
865,72454_26NF1MYN,20001,20015,21.97,6.07,1313
866,28504512,20005,20005,71.06,27.0,45
867,33930840,20004,20002,30.67,4.8,43
868,29248775,20012,20906,27.26,10.0,29
869,75973_26ND9IXL,20004,22191,55.88,22.68,1917
870,30597730,20009,20852,45.89,14.0,33
871,81302_26NP9ZJY,20201,20024,7.28,1.51,308
872,30913242,20003,20009,25.81,4.4,33
873,34202343,20001,20007,11.25,1.8,32
874,50518_26NNZJ6M,20009,20009,13.82,1.11,428
875,26450328,22202,20020,19.62,4.5,29
876,29716099,20002,22202,41.77,8.0,54
877,35332254,20032,20001,27.43,8.32,29
878,32057241,20037,22202,50.43,12.4,58
879,73093_26NDDZOF,20036,20005,11.39,0.28,221
880,76550_26NCOWVP,20009,20009,6.2,0.78,292
881,80947_26NPUS3G,20012,20010,16.92,4.62,964
882,31170420,20020,20020,23.21,7.25,32
883,35193026,20008,20004,21.24,5.0,30
884,34098418,20024,22202,20.43,4.4,29
885,77367_26NDUQOP,20002,20001,8.28,1.19,385
886,31601873,20008,20001,24.29,2.5,49
887,28402090,20015,20174,69.11,29.0,42
888,26959055,20036,20024,34.23,5.7,44
889,77677_26NDALIQ,20001,20001,9.28,1.37,333
890,33792586,20006,20006,42.09,12.0,31
891,91312_26NQCW6J,20001,20009,7.55,1.09,398
892,30985748,20008,20549,35.67,6.2,41
893,77279_26NL3E47,20005,20005,7.93,0.84,245
894,91218_26NS9V1R,20001,20001,16.65,2.06,1403
895,79013_26NFR9ZJ,20219,22209,23.16,4.64,1311
896,77407_26NCS3EF,20037,20007,12.41,2.52,845
897,72489_26NTBU2N,20037,20024,16.73,4.43,1151
898,35079169,20007,22182,45.34,14.0,34
899,29836113,20004,20902,35.42,8.9,36
900,35840170,20024,20001,32.88,5.5,39
901,52504_26NTG3EF,20004,20037,21.27,3.63,1221
902,91074_26NNZAFL,20006,20001,10.36,1.17,499
903,27772443,20009,20174,62.63,27.0,32
904,32507596,20004,20007,71.0,27.1,46
905,62659_26NNHGPA,20004,20548,10.17,1.22,548
906,70116_26NTEZ1N,20002,20032,19.27,5.55,856
907,34143578,20036,20036,80.09,26.0,40
908,77826_26NDC4S2,20002,20001,5.39,0.31,203
909,1357026A,20002,20002,6.58,0.36598763222759,105
910,78569_26NSUWDO,20037,22201,10.71,2.11,474
911,81366_26NTYPJ1,20002,20743,30.69,5.37,2356
912,35167593,20004,20007,19.35,3.4,32
913,27260467,20001,22308,52.98,17.3,32
914,34760799,20016,20016,30.5,11.2,33
915,73070_26NEKH03,20006,20001,9.98,1.31,658
916,1363897A,20001,20007,25.0,3.6138948540503995,1375
917,36191354,20037,20036,25.37,2.47,37
918,30182509,20037,20010,22.7,4.49,30
919,31930919,20004,20166,75.38,30.0,39
920,60981_26NDE2JS,20002,20001,3.77,0.03,39
921,33834621,20002,22182,61.63,19.5,37
922,33681574,20037,20003,23.49,4.8,29
923,26873811,20005,20003,23.59,4.0,36
924,30598492,20007,20002,25.26,4.71,34
925,60236_26NCNOOY,20005,20001,9.06,1.08,422
926,72757_26NLL68J,20005,20037,7.55,1.07,364
927,1347588A,20010,20009,9.63,1.2644903762023,677
928,80401_26NNI6BX,20005,20002,10.52,1.7,672
929,54643_26NU0UDS,20016,20008,15.95,3.54,777
930,79304_26NP6C8B,20004,20009,10.44,1.84,549
931,30766631,20036,20166,81.31,27.5,46
932,66220_26NOOUAY,20024,20036,12.41,2.42,850
933,27150862,20006,20002,25.29,3.6,34
934,32407144,20002,22042,45.89,12.1,47
935,28955291,20004,20166,80.57,28.4,40
936,72914_26NO2IYY,20024,20004,7.82,0.98,405
937,31836668,20036,20852,32.66,12.0,30
938,74074_26NTGK88,20004,20005,12.72,1.12,789
939,31203724,20002,22203,31.61,9.0,36
940,36217208,20002,20010,18.08,4.53,35
941,31562436,20036,20007,29.82,6.0,33
942,82502_26NP67VM,20012,20010,15.11,3.23,1006
943,78108_26NGBA0Z,20011,20005,12.68,2.54,869
944,31011564,20002,20008,32.71,8.82,35
945,79580_26NTC9QP,20010,20018,12.95,3.44,763
946,53661_26NL2CDW,20011,20036,14.3,3.34,997
947,29955275,20003,22203,30.69,9.0,37
948,71528_26NGBVQ7,20006,20006,13.86,0.49,253
949,35055046,20002,20010,21.37,3.58,29
950,74371_26NDUJAV,20024,20024,9.9,0.47,583
951,77956_26NTD9K8,20009,20009,5.39,0.64,189
952,64496_26NNHIHW,20006,20745,27.29,7.38,1451
953,64479_26NMWSE8,20002,20003,12.3,1.47,693
954,35097617,20005,20744,46.39,16.8,29
955,70097_26NMW1W2,20004,20544,13.14,1.81,843
956,75543_26NF6AYD,20002,20219,7.28,0.95,371
957,71913_26NUMYPH,20005,20245,12.06,2.51,611
958,31781206,20005,20166,79.64,28.4,36
959,1354585A,20024,20004,6.47,1.1501580768306998,320
960,30191777,20001,20817,40.14,8.0,41
961,31872678,20004,20910,28.26,8.0,33
962,31780925,20001,20019,20.78,4.3,33
963,77657_26NMV077,20002,20006,18.13,2.8,1039
964,76632_26NL40N0,20002,22202,30.56,4.95,1846
965,30341281,20019,20001,21.97,5.55,33
966,33767423,20003,20007,29.8,5.8,43
967,77992_26NDXCZB,20011,20011,8.36,1.86,368
968,81086_26NLMV8G,20036,20036,7.55,0.75,421
969,30767357,20002,22207,40.49,11.1,40
970,30271146,20007,20003,21.59,5.0,36
971,78550_26NMTAA3,20009,20009,6.12,0.69,178
972,32109199,22202,20815,56.18,22.7,43
973,27000820,20001,22202,38.25,8.0,33
974,63712_26NLQ0TD,20004,20001,9.17,0.85,571
975,20170434934732,20010,20016,25.48,5.05,31
976,29847630,20018,20018,82.07,34.0,60
977,28082255,20036,22203,28.34,9.0,36
978,1362947A,20009,20001,14.84,2.0262914578849,1272
979,30256074,22150,20018,38.33,15.4,40
980,30564802,20910,20006,15.57,7.0,100
981,75694_26ND9JCY,20037,20009,15.8,3.14,999
982,81274_26NCNTEB,20004,20002,10.79,1.59,688
983,81910_26NS9L64,20560,20004,9.98,1.08,426
984,34767752,20001,20002,17.52,2.34,29
985,60341_26NCPT0R,20016,22202,30.1,9.02,1192
986,65569_26NUMXD1,20006,20245,7.2,1.01,274
987,75074_26ND99G7,20001,20024,11.6,2.67,716
988,74382_26NU1VIG,20004,20004,7.82,0.93,445
989,26613326,20036,22314,36.28,8.9,46
990,78437_26NNZZFH,20037,20001,10.98,2.44,496
991,73538_26NQG7O1,20007,20005,11.79,1.86,648
992,79740_26NTFNQ5,20037,20224,9.36,1.35,458
993,63656_26NSS98M,20009,20037,9.71,2.03,546
994,31341736,20005,20005,41.76,16.0,39
995,70617_26NFQF96,20506,20003,16.3,2.45,996
996,34517432,20032,20018,36.71,13.32,40
997,82881_26NS4V1E,20002,20037,14.49,2.8,944
998,73207_26NFRHB2,20006,20005,11.44,1.32,608
999,77210_26NM6J2A,20005,20036,7.2,0.61,300
1000,56815_26NGWUWF,20001,20018,11.6,2.63,692
1001,29238502,20515,20037,10.46,2.6,35
1002,34223077,20003,20015,26.64,8.2,32
1003,79463_26NUIWNF,20005,20006,6.12,0.39,177
1004,28340856,20005,20166,79.04,27.4,41
1005,35167923,20002,20008,24.24,3.4,32
1006,29569410,20006,20016,22.05,5.3,33
1007,30977763,20001,20002,32.15,6.94,42
1008,30278422,20006,20895,31.0,9.0,29
1009,76806_26NCNSSO,20009,20008,9.71,1.59,550
1010,53973_26NL3BXS,20024,22202,14.84,4.83,711
1011,33708567,20009,20012,30.11,8.9,29
1012,31358131,20020,20006,24.29,5.1,30
1013,32632664,20003,20036,21.7,3.0,31
1014,26991029,22202,20015,87.32,9.5,30
1015,30190560,20009,22207,33.96,11.0,30
1016,74848_26NFN2TZ,20006,20004,8.82,1.3,437
1017,80531_26NCRWHE,20004,20005,12.63,1.3,515
1018,33874861,20001,22202,20.43,5.0,29
1019,61241_26NRMPSR,20007,20036,7.55,1.48,380
1020,59145_26NPUS6I,20002,20002,8.9,2.08,496
1021,81360_26NPRZMV,20005,20005,9.01,1.05,343
1022,32197739,20004,20011,19.97,4.48,32
1023,30846087,22202,22202,22.32,3.9,34
1024,33509356,20005,22102,43.01,12.5,32
1025,34325747,20024,20009,19.08,4.33,29
1026,28811280,20036,20854,47.54,17.3,37
1027,31727228,20008,20008,24.75,0.0,41
1028,73108_26NMVI1K,20002,20006,18.04,2.18,1008
1029,26888454,20007,20019,46.51,14.9,45
1030,52753_26NRNJY0,20560,20007,13.68,2.56,831
1031,77762_26NGBFNN,20008,20006,14.41,1.93,815
1032,82556_26NJBVB6,20001,20036,12.68,1.93,874
1033,73097_26NMWJOE,20005,22202,18.19,4.45,1256
1034,77252_26NTG8SJ,20017,20783,43.19,5.54,3738
1035,29948545,20001,22202,29.1,5.6,40
1036,51999_26NSV0IN,20002,20037,17.46,2.75,1253
1037,53692_26NTGI2E,20024,20037,14.83,2.0,718
1038,26845675,20002,20003,16.19,2.0,29
1039,80133_26NTY1RG,20037,20011,16.38,2.69,1120
1040,29494027,20005,20004,31.59,6.0,37
