,externalID,OriginZip,DestinationZip,TotalAMount,milage,Duration
7297,66449_26NL3CGX,20003,20006,20.38,3.62,995
7298,91139_26NO2WJ6,20219,20005,13.06,2.06,720
7299,73882_26NGCWLB,20024,20002,7.28,1.05,385
7300,33890652,20008,20003,26.07,4.78,38
7301,28068993,20004,22314,29.47,8.3,33
7302,61540_26NL2XT7,20002,20004,11.09,1.35,460
7303,72480_26ND9JKP,20566,20005,16.65,3.11,1167
7304,31961900,20006,20815,26.72,6.0,35
7305,36204758,20037,20032,28.99,7.71,29
7306,73776_26NRNMBY,20002,20005,11.25,1.58,652
7307,73663_26NNZK5T,20540,20003,6.66,0.67,222
7308,82705_26NMUTTM,20009,20005,12.82,0.89,419
7309,56526_26NDD6N7,20037,20020,24.56,7.16,1509
7310,77706_26NO2HSC,20006,20001,14.45,1.69,963
7311,76882_26NF5MW9,20002,20001,10.0,0.69,392
7312,71693_26NRNC2E,20002,20045,12.6,1.55,786
7313,27492054,20001,20001,20.16,3.0,33
7314,74820_26NLPMER,20597,20002,9.17,1.43,569
7315,33968593,20018,20018,20.51,4.83,33
7316,29824905,20009,20001,87.77,27.2,44
7317,82380_26NFMUJL,20001,20001,6.74,0.81,309
7318,36340748,20036,22102,41.17,13.0,38
7319,64327_26NMAXMF,20001,22202,22.54,5.27,1030
7320,73645_26NTEUHV,20006,20005,7.66,0.61,226
7321,76632_26NFQQ26,20001,20003,16.22,2.28,902
7322,34212220,20002,20011,24.02,5.4,40
7323,27119503,20004,22202,35.86,7.3,41
7324,26414324,20004,20036,18.81,2.2,31
7325,28167694,20004,20001,28.77,3.88,40
7326,75755_26NP9UM6,20036,20815,19.7,4.92,1379
7327,32918341,20012,20852,40.82,12.0,39
7328,75755_26NFMTS1,20005,20002,11.33,1.8,744
7329,30540364,20001,20009,25.59,5.79,31
7330,72460_26NS9NLZ,20005,20544,10.71,1.86,579
7331,30497396,20001,22003,53.24,18.8,34
7332,29034491,20002,20015,31.71,8.4,30
7333,79580_26NDUHTH,20005,20001,5.89,0.4,170
7334,27364105,20009,20174,74.92,29.1,50
7335,73912_26NM7HGI,20004,20001,4.31,0.46,111
7336,30130137,20018,20019,24.29,6.2,38
7337,30953088,20003,20003,23.54,3.0,29
7338,27615952,20010,20032,33.85,9.89,37
7339,81485_26NCOOHE,20002,20024,11.44,1.39,551
7340,54926_26NS8J6L,20036,20009,7.55,1.31,399
7341,64085_26ND9GI6,20004,20001,8.82,0.78,425
7342,76966_26NPRMOA,20001,20016,17.38,4.11,981
7343,75022_26NNDH20,20004,20005,10.09,1.18,441
7344,75139_26NFRBTW,20006,20016,19.43,4.01,1451
7345,76966_26NEKWY4,20005,20016,17.0,3.88,1218
7346,27461990,20007,20001,20.43,13.6,33
7347,61354_26NCQOQ7,20002,22102,53.73,17.4,1649
7348,31687230,20009,20024,26.7,4.9,30
7349,31018136,22202,20005,36.23,10.3,31
7350,80067_26NOOSD0,20036,20009,5.93,0.83,347
7351,26976371,20001,20008,41.05,11.0,37
7352,35344619,20024,20002,23.13,4.0,29
7353,31702274,20009,20002,49.76,11.3,49
7354,29979045,20037,20242,87.79,27.3,39
7355,78748_26NFR40D,20001,20009,12.14,2.04,808
7356,74032_26NFPNEP,20037,20006,7.55,1.12,394
7357,79197_26NCNO4T,20001,20004,12.95,1.92,940
7358,27682142,20004,20016,23.96,5.2,30
7359,76694_26NNHHKL,20006,20006,9.17,0.0,609
7360,74858_26NFMRK7,20005,20036,9.71,1.17,627
7361,33005048,22202,20005,27.4,5.0,29
7362,30101153,20007,20260,20.27,3.9,30
7363,1360108A,20002,20024,18.46,3.1752067923311,1632
7364,73538_26NF1J9N,20008,20007,11.79,2.89,525
7365,76290_26NL35DX,20009,20005,4.85,0.34,158
7366,33532747,20004,22202,33.03,0.0,33
7367,33931447,20002,20016,21.86,6.23,30
7368,30422210,20002,20012,27.99,8.0,37
7369,29261757,20037,20002,17.46,2.89,30
7370,51934_26NOOJH9,20045,20004,5.12,0.3,176
7371,34260525,20007,20006,29.42,7.5,45
7372,76800_26NPTKXW,20001,20011,15.11,3.79,966
7373,72028_26NNI3VI,20002,20003,10.09,0.86,480
7374,79647_26NP9KT0,20001,20019,20.78,5.29,1401
7375,33761548,20007,20037,18.57,4.7,97
7376,28070425,20004,20174,65.79,27.0,37
7377,27029594,20004,20002,15.38,4.0,29
7378,66444_26NOOJOX,20036,20007,13.22,2.96,865
7379,29198083,20001,20009,44.54,2.7,37
7380,35862990,20815,20036,27.19,5.91,40
7381,1360947A,20002,20010,14.49,3.1981975264437996,840
7382,81644_26NFQ0B9,20036,22209,11.33,2.12,696
7383,81495_26NTYGF2,20011,20782,6.74,1.23,293
7384,33691016,20036,20016,25.94,5.7,34
7385,33194598,22202,20006,17.3,4.2,89
7386,77455_26NONQK6,20009,20004,13.49,2.44,960
7387,80615_26NJ81YI,20001,20006,8.28,1.21,315
7388,64570_26NMB0Y5,20010,20037,11.06,2.43,740
7389,30103908,20007,20002,33.68,3.28,41
7390,80627_26ND9PQJ,20009,20001,9.09,1.28,481
7391,71498_26NNGOPD,20002,20001,8.36,0.99,503
7392,33104869,20005,20166,86.05,30.2,33
7393,64200_26NDE1MJ,20009,20009,8.01,0.91,367
7394,32482702,20036,22314,27.18,8.0,30
7395,73228_26NNH1YK,20005,20001,10.9,1.49,492
7396,32378013,20002,20015,26.88,6.3,30
7397,82663_26NCOJAU,20230,20817,36.09,13.36,1835
7398,30797683,20010,22202,32.39,8.8,33
7399,34546764,20008,20002,23.75,7.0,46
7400,35200211,20002,20009,7.0,2.7,30
7401,29670076,20009,22311,35.42,9.5,37
7402,30185162,20037,20032,21.86,7.0,32
7403,28377230,20005,20008,18.62,4.0,29
7404,76861_26NSU5NN,20003,20001,12.41,2.72,833
7405,34079521,20024,20036,26.23,3.55,29
7406,30182821,20009,22102,40.76,13.5,46
7407,80413_26NF57JB,20002,20036,20.7,3.69,1344
7408,31954441,20002,20002,30.5,10.0,46
7409,60437_26NF4T8Q,20045,22314,19.97,6.88,849
7410,56311_26NO235Q,20002,22202,20.16,5.76,931
7411,32675994,20006,20009,14.49,2.5,33
7412,76951_26NO1OQ3,20036,20006,8.74,0.86,345
7413,59434_26NO2I1Q,20006,20001,10.79,1.41,711
7414,66271_26NOO4IY,20001,20001,9.74,0.82,346
7415,31646155,20002,20002,12.6,2.3,51
7416,31547250,20036,20007,22.25,3.8,29
7417,34514226,20036,20174,72.76,27.1,51
7418,72942_26NRM3PW,20037,22202,22.73,5.98,625
7419,35054683,20006,20020,21.72,5.3,31
7420,78703_26NULWI4,20002,20002,6.74,0.88,301
7421,32397063,20036,20876,77.42,26.4,45
7422,26879487,20005,20001,11.52,1.7,29
7423,72529_26NQY1TV,20001,20004,5.66,0.57,224
7424,34186419,20003,20009,29.47,5.0,37
7425,72782_26NOP8C5,20006,20001,9.63,1.0,518
7426,30450686,20001,20008,23.32,5.2,30
7427,28870385,22202,22202,77.5,23.6,40
7428,61930_26NF59XH,20024,20006,8.36,1.53,436
7429,53532_26NJXCZ7,20024,20016,22.94,5.68,1687
7430,70395_26NFPTZG,20036,20006,12.6,1.47,818
7431,73311_26NP5SUO,20007,20002,18.93,3.51,1115
7432,34850238,20002,20037,19.7,3.68,33
7433,29457994,20002,22202,30.72,8.0,40
7434,74362_26NFQUOQ,20006,20004,11.25,1.25,677
7435,63310_26NDUJCG,20005,20004,11.79,1.27,732
7436,54017_26NONHA9,20010,20010,84.91,7.06,7490
7437,72634_26NL10O8,20009,20007,13.33,3.01,628
7438,28823851,20009,20009,94.91,32.0,54
7439,53532_26NLPNEY,20018,20017,5.12,0.48,177
7440,32583474,20515,22202,30.42,7.5,47
7441,32943161,20002,21240,106.43,34.0,71
7442,28571773,20018,22207,41.03,13.7,54
7443,27027857,20003,20004,10.45,1.36,490
7444,27494207,20009,20002,18.62,3.4,31
7445,28523563,20009,20174,84.41,28.0,38
7446,32936959,20024,20024,11.33,1.9,72
7447,35039211,20001,20019,24.65,5.95,35
7448,82095_26NEKW3Q,20008,20008,4.85,0.32,142
7449,32373547,20002,20814,33.75,10.0,30
7450,70007_26NRNBS7,20037,20009,11.63,1.64,484
7451,81664_26NCQWR5,20219,20003,13.25,1.61,651
7452,72452_26NTF7ZJ,20005,20010,13.6,2.15,749
7453,29747918,20016,20007,9.74,0.0,29
7454,31421915,20005,20005,77.95,27.0,52
7455,72989_26NLOS85,20006,20010,15.22,2.62,859
7456,28444672,20001,22204,25.75,6.8,32
7457,30106342,20005,20024,31.58,8.12,54
7458,1354035A,20001,20001,12.25,0.0,776
7459,70520_26NF4L04,20565,20005,9.55,1.52,327
7460,56142_26NP6DJM,20566,22209,10.82,1.64,307
7461,35031044,20002,20037,20.4,3.0,30
7462,34080474,20037,20011,26.45,7.4,29
7463,35867715,20770,20016,54.83,20.24,43
7464,79865_26NS7YLR,20008,20036,15.0,3.81,606
7465,30161106,20002,20007,76.13,32.7,52
7466,30003867,20004,22204,27.33,6.0,35
7467,26404522,20037,20007,5.93,0.77,724
7468,31583829,20010,20910,31.42,9.0,31
7469,81234_26NOOVKM,20011,20011,8.36,1.63,460
7470,28744235,20002,20036,29.4,5.7,36
7471,31450284,20036,22003,38.6,10.8,62
7472,77642_26NPA3JU,20002,20006,17.46,2.73,1226
7473,65184_26NRNY2E,20036,20009,5.93,0.83,241
7474,32001099,20735,20019,38.6,13.45,45
7475,53672_26NQFENJ,20001,22202,18.81,6.09,714
7476,28837131,20001,20745,42.39,11.5,31
7477,74301_26NUNF4C,20037,20037,6.12,0.55,174
7478,26465086,20001,22314,29.42,11.0,41
7479,29452441,20037,20012,34.63,10.0,32
7480,66507_26NFRBQ5,20005,20009,8.63,1.14,522
7481,63484_26NP6L0V,20001,22043,37.57,12.08,1264
7482,80000_26NO2YXT,20005,20002,13.27,1.73,719
7483,35160344,20003,22301,31.06,0.0,37
7484,26508780,20004,20011,20.7,3.5,34
7485,28315211,20006,20166,82.47,27.0,52
7486,81129_26NOOCG0,20002,20005,15.03,1.85,1053
7487,31883422,20910,20036,21.32,6.46,29
7488,73425_26NRKZD0,20002,22302,24.21,8.26,948
7489,72021_26NL3EUU,20004,22202,16.97,4.38,630
7490,73261_26NDURBR,20024,20001,18.68,1.86,889
7491,29005317,20005,20007,24.5,2.0,34
7492,74203_26NUIPNU,20010,20009,6.74,0.74,350
7493,57778_26NOOUTR,20036,20016,15.84,3.63,1015
7494,32629640,20024,20006,26.78,2.06,31
7495,77956_26NNEYQ4,20009,20001,7.01,1.19,328
7496,31638615,20002,20007,24.94,4.51,34
7497,76712_26NUL9D7,20006,22202,17.73,5.31,801
7498,32366184,20007,20166,77.61,26.8,34
7499,28566072,20005,20005,29.7,3.0,34
7500,76009_26NO2D0L,20001,20001,8.01,1.08,311
7501,75077_26NUNCG7,20007,20006,9.63,1.37,479
7502,30495353,20007,20001,19.89,3.0,32
7503,31439741,20010,20002,29.15,4.8,31
7504,31826235,20268,20166,88.07,30.3,43
7505,52192_26NL46V0,20547,20005,18.3,2.28,1068
7506,32704659,20011,20037,18.35,3.22,33
7507,79425_26NUNEIA,20004,20001,11.25,1.47,689
7508,77511_26NQFMV8,20008,20016,9.17,2.05,505
7509,34353489,20002,20815,31.74,8.8,30
7510,75543_26NF1MVY,20004,20001,12.0,1.29,540
7511,28635321,20037,22302,28.61,9.8,33
7512,70551_26NPW5ZI,20268,20004,6.12,0.23,171
7513,28280069,20004,20002,23.4,0.0,43
7514,80979_26NRK60I,20009,20001,9.17,1.97,477
7515,29446399,20006,20019,25.51,5.1,33
7516,32625690,20002,20009,23.24,3.6,37
7517,36353495,20009,20002,25.49,4.0,35
7518,51309_26NFROLY,20001,20005,11.17,0.77,591
7519,74219_26NNIFFR,20004,22202,23.89,4.91,1057
7520,77432_26NUNFCU,20005,20045,7.74,0.95,316
7521,59321_26NLOMX7,20037,22202,19.57,3.48,844
7522,73548_26NDDYT5,20009,20011,13.76,2.39,1027
7523,74081_26NSUHE2,20007,20037,7.93,0.56,265
7524,63310_26NIOQ21,20037,20250,12.43,3.2,613
7525,76938_26NP8IZK,20036,20001,7.55,1.1,379
7526,73336_26NCRZLT,20036,20001,12.14,2.34,856
7527,72416_26NS95O3,20006,20005,7.82,1.16,441
7528,82757_26NF5A2T,20005,20036,9.01,0.79,385
7529,27090260,20001,20037,20.46,2.8,30
7530,62781_26NFRR6J,20515,20003,9.09,1.5,472
7531,54876_26ND94DL,20001,20036,10.98,1.82,616
7532,27188948,20036,20036,90.19,30.0,38
7533,31406531,20565,20002,29.59,3.3,41
7534,34571090,20037,20024,22.13,3.74,38
7535,73511_26NMA7UK,20007,20037,10.09,1.19,428
7536,27347280,20009,22042,35.58,11.0,29
7537,77335_26NQEJT8,20001,20003,15.92,4.71,771
7538,91333_26NON45H,20045,20024,12.6,1.75,766
7539,65893_26NPS3M6,20004,22203,26.51,6.42,954
7540,1359912A,20004,22202,17.19,5.0616897319626,1063
7541,35800907,20002,20008,21.86,5.53,32
7542,81999_26NMWZLN,20006,20007,11.67,1.21,558
7543,57970_26NDD7F2,20002,20245,13.68,2.5,837
7544,75877_26NM6SB7,20001,20036,9.17,1.33,567
7545,71350_26NTCOYM,20024,20003,14.98,2.54,468
7546,34706565,20002,20774,48.12,14.0,32
7547,28116269,20001,20004,18.57,3.2,41
7548,82577_26NQH3Q6,20003,20001,9.63,2.23,352
7549,31106405,20001,22309,45.6,15.4,39
7550,34919254,22202,20012,74.83,24.8,35
7551,79893_26NMB8PR,20009,20011,16.0,3.09,824
7552,73225_26NLOT80,20566,20024,12.33,2.42,613
7553,34115270,20010,20019,26.29,6.4,37
7554,36063556,20010,20037,17.81,3.02,31
7555,31811084,20001,22031,39.95,16.5,29
7556,29725270,20016,20036,27.99,8.4,55
7557,28647582,20515,22301,36.58,8.8,48
7558,34060970,20010,20019,32.77,8.53,47
7559,30906852,20006,20904,50.83,15.0,43
7560,72940_26NDUJ20,20004,20224,11.39,0.48,213
7561,76964_26NLM1PM,20036,20002,15.41,2.61,803
7562,30079293,20007,20001,22.13,4.0,30
7563,28457141,20002,20815,40.73,10.1,41
7564,30209054,20006,20011,22.13,5.13,37
7565,30624226,20037,20032,28.34,10.35,29
7566,26876157,20001,20037,30.42,3.3,43
7567,32107204,20002,20017,16.11,4.09,1219
7568,30008987,20037,20174,62.99,26.0,35
7569,80283_26NTGHU9,20565,20005,13.14,1.79,874
7570,57155_26NCNOJK,20515,20005,11.98,2.07,570
7571,33168055,20001,20016,18.38,5.9,34
7572,81405_26NOO4VH,20037,20019,31.04,9.72,1915
7573,28952971,20007,20005,19.62,1.8,35
7574,72425_26NTFF6P,20008,20037,12.6,3.04,546
7575,33737317,20037,22182,69.9,26.7,45
7576,82556_26NFQFL9,20002,20007,20.7,3.85,1527
7577,78875_26NTFVXB,20015,20015,10.09,1.07,464
7578,30493411,20015,20002,32.71,7.0,43
7579,61324_26NFMV9G,20024,22102,46.73,16.14,2190
7580,33408506,20002,20815,24.56,0.0,35
7581,79831_26ND9A3M,20007,22201,11.71,2.26,480
7582,60770_26NQCUPN,20009,20005,19.62,1.85,1500
7583,63239_26NCRZ2K,20004,20003,9.98,1.96,550
7584,34127421,20036,20001,73.86,26.4,36
7585,74934_26NCQW7R,20006,20245,9.29,0.84,314
7586,30259466,20052,20001,20.73,2.7,29
7587,31495375,20037,20037,77.29,27.0,32
7588,77537_26NPA9I3,20001,20020,17.81,4.97,1055
7589,65690_26NEKTNK,20005,20007,18.68,2.25,1087
7590,73784_26NL2Z1E,20006,20001,12.79,1.77,717
7591,79584_26NCRZKD,20001,20004,10.63,1.27,476
7592,33572334,20002,20009,22.59,3.4,29
7593,27234475,20003,22202,35.53,7.1,44
7594,78121_26NS5EM9,20002,20001,9.36,0.99,465
7595,29252507,20008,20174,65.06,28.0,36
7596,82095_26NPSP50,20001,20010,14.6,2.22,831
7597,34097217,20002,20817,64.21,20.4,41
7598,79953_26NSRKO5,20009,20010,7.28,1.1,359
7599,35310355,20009,20002,25.58,4.01,38
7600,62971_26NUK44N,20001,22314,28.07,10.09,1449
7601,74400_26NOOEP4,20002,20037,13.68,2.45,854
7602,72904_26NDCVYN,20560,20037,12.87,1.98,778
7603,77021_26NUJ43J,20004,20004,13.44,1.12,602
7604,30272890,20002,20016,30.1,5.0,31
7605,1360910A,20009,20001,8.82,1.3837936451118,398
7606,76669_26NM6URW,20001,20003,12.6,2.18,760
7607,27810876,20024,20008,33.46,0.0,30
7608,72529_26NSUTAE,20245,20001,15.03,2.44,1081
7609,75201_26NPAOB7,20011,20783,12.68,3.18,757
7610,29867225,20002,22303,31.31,10.7,29
7611,73017_26NNI48G,20001,22202,28.94,5.42,1642
7612,33439067,20001,20010,18.62,4.0,29
7613,32541861,22202,20012,35.88,9.3,39
7614,81085_26NNYVK0,20037,22202,15.11,5.13,674
7615,28540752,20019,20002,65.51,8.7,86
7616,31621036,20037,20024,20.46,2.0,29
7617,78829_26NP9Z6G,20001,20009,13.76,2.62,957
7618,26429199,20018,20037,23.59,5.96,29
7619,34202660,20007,20032,24.56,8.37,31
7620,27928638,22202,20912,37.53,10.2,29
7621,82109_26ND91O7,20002,20002,22.13,4.23,1714
7622,36041918,20004,20004,29.92,5.08,36
7623,1359656A,20002,20003,7.39,0.7599369681058499,319
7624,28338016,20004,20002,18.08,2.0,34
7625,28411117,20020,20020,32.88,6.9,45
7626,35457356,20001,20007,33.34,3.45,38
7627,31988970,20002,20036,25.57,3.0,41
7628,27811765,20036,20002,28.05,2.0,32
7629,31748107,22202,20011,36.74,9.9,39
7630,75052_26NFR4HY,20006,22209,10.25,2.86,487
7631,31860179,22202,20740,46.92,17.9,30
7632,28702793,20002,22102,48.46,17.0,29
7633,33106327,20001,20001,6.2,1.0,35
7634,75242_26NMWYLR,20006,20566,6.74,1.02,311
7635,31330547,20036,22202,25.37,5.3,42
7636,33864592,20001,22202,22.7,5.5,30
7637,71980_26NQDXD1,20001,20001,6.12,0.51,174
7638,26568867,20002,22030,86.24,25.2,39
7639,33079430,20002,20036,17.81,3.5,29
7640,71619_26NL4KZD,20002,20011,5.0,6.83,2446
7641,77505_26NG9C47,20436,20005,9.9,1.13,515
7642,28720176,20005,20019,31.69,6.55,52
7643,30182905,20024,20037,21.97,2.9,36
7644,74291_26NFN7LJ,20268,20008,12.95,2.92,801
7645,53990_26NLOSZT,20001,22202,23.03,5.26,799
7646,74362_26NTC82P,20004,20006,15.25,1.71,655
7647,28690186,20009,22202,29.29,6.4,34
7648,36243604,20001,20036,33.04,4.8,29
7649,80966_26NCRJVA,20036,20007,15.25,1.66,682
7650,28884417,20036,20036,31.5,11.0,31
7651,28998227,20036,22314,29.61,0.0,29
7652,30134617,20001,20005,69.6,27.6,50
7653,35360666,20037,20815,29.01,6.0,34
7654,91036_26NMUYL1,20036,20004,14.24,1.63,825
7655,73087_26NP94XQ,20007,20015,18.46,4.03,964
7656,71420_26NMUTD6,20008,20006,18.62,3.53,1344
7657,28807922,20004,20005,19.35,1.13,34
7658,78400_26NLMFU2,20009,20004,11.36,1.58,523
7659,79167_26NL4FRQ,20002,20009,15.76,2.88,943
7660,74900_26NRNEGN,20037,20004,18.26,2.46,953
7661,78082_26NP6LDX,20024,20003,8.01,1.47,271
7662,76969_26NL42BS,20010,20010,16.73,1.47,1389
7663,31134356,20850,20001,72.35,27.1,82
7664,81953_26NONYNK,20036,20001,9.28,1.34,349
7665,29583326,20005,20005,65.52,27.0,34
7666,34841850,20052,20017,25.09,6.0,30
7667,82862_26NF61R6,20009,20001,14.41,1.83,888
7668,31010096,20002,20020,21.05,4.82,30
7669,35704644,20037,20037,73.72,26.0,41
7670,75258_26NG8WIQ,20001,20009,12.6,2.16,726
7671,58973_26NOOJHG,20009,20006,8.9,1.26,535
7672,74690_26NF5FJS,20006,20001,11.44,1.43,658
7673,1354431A,20005,20001,7.74,1.1849548635959999,311
7674,73834_26NCRNRH,20004,22202,19.84,5.02,720
7675,82273_26NCRC6I,20009,20005,9.28,1.0,367
7676,35522343,20005,20037,22.3,4.0,43
7677,34706176,20036,20032,22.26,4.0,29
7678,72777_26NMB13K,20012,20010,12.6,2.69,672
7679,74956_26NKJ137,20005,20005,7.93,0.69,253
7680,72461_26NLM26H,20001,20009,6.66,0.59,227
7681,60998_26NLPOT0,20037,20009,18.19,4.37,1009
7682,30124423,20037,20002,18.73,2.48,29
7683,29065436,20016,20004,29.15,25.1,47
7684,81901_26NUMOI7,20011,20011,5.93,0.95,236
7685,77020_26NDDB72,20001,20007,9.98,2.21,600
7686,75572_26NF2HUS,20007,22209,6.2,1.19,234
7687,75019_26NTFMTR,20004,20001,8.47,0.98,282
7688,78001_26NCO0SP,20004,20003,15.57,3.06,1015
7689,33168248,20002,22314,35.04,7.9,47
7690,65146_26NF1CI2,20036,20003,15.84,3.5,949
7691,32452050,20007,20007,131.75,54.0,97
7692,33198199,20009,22202,26.64,5.5,39
7693,30528096,20004,22202,39.43,9.0,31
7694,32010959,22202,20783,48.62,16.5,49
7695,30816135,20006,20006,30.95,4.0,50
7696,31077582,20002,20003,11.44,2.0,84
7697,79708_26NL3Y6A,20006,20037,7.82,1.05,407
7698,35222179,20004,20004,74.11,24.0,36
7699,31804150,20012,20019,25.64,7.0,36
7700,66124_26NDDBOM,20004,20005,8.28,0.62,416
7701,31754260,20001,20001,74.81,31.0,39
7702,26477718,20024,22102,45.87,15.4,29
7703,81579_26NO1UZH,20007,22202,22.0,5.67,959
7704,33449924,20560,20815,32.64,8.5,33
7705,33019816,20006,22202,7.5,4.3,32
7706,35915994,20008,20002,28.03,4.15,29
7707,72799_26NFMUN8,20005,20006,10.82,0.9,422
7708,33452430,22312,20036,7.47,8.2,49
7709,31208234,20009,22101,37.57,11.8,29
7710,71547_26NTFOT8,20009,20005,6.74,0.84,340
7711,74741_26NRN58D,20009,20008,23.51,2.98,1284
7712,34980738,20036,22207,3.5,3.7,31
7713,52069_26NOONH6,20002,20001,7.01,0.83,379
7714,33652842,20036,20166,77.65,26.9,38
7715,30921959,20001,20020,19.62,3.83,31
7716,79050_26NCSCFK,20036,20007,12.52,1.62,702
7717,33841643,20002,20007,29.72,4.95,33
7718,27833654,20001,22192,64.17,27.0,44
7719,77483_26NTXA09,20007,20005,12.44,1.78,561
7720,35676763,22202,20012,39.17,9.91,42
7721,82619_26NF47VD,20001,20024,11.25,1.65,672
7722,73879_26NGB2BR,20004,20002,11.9,1.53,521
7723,77902_26NPRM65,20004,20011,16.92,3.61,1112
7724,32129661,20037,20017,25.37,5.57,44
7725,27588026,20006,22304,30.5,10.0,42
7726,31169710,20001,22192,70.71,27.1,39
7727,30294377,20037,20007,64.52,26.7,37
7728,36229233,20020,20018,30.77,8.47,35
7729,28721884,20024,20037,21.41,3.5,30
7730,80458_26NO2WXY,20005,22202,23.97,3.94,1314
7731,74962_26NLNBJZ,20036,20002,12.06,2.54,640
7732,27282118,20007,20745,31.77,12.0,29
7733,33711900,20003,20011,24.56,7.57,29
7734,33123915,20001,22202,22.4,5.6,34
7735,33794022,20006,20003,17.0,3.0,30
7736,80178_26NMVENK,20004,20003,10.36,1.46,441
7737,71684_26NDUHZF,20004,20036,9.44,1.23,600
7738,28620440,20032,20032,33.05,6.02,45
7739,35184263,20037,20002,21.49,2.9,29
7740,30061396,20007,20001,20.48,3.1,32
7741,31054671,20001,20037,18.38,4.9,124
7742,65248_26NL3QTL,20001,20002,7.55,0.96,391
7743,73052_26NL47CK,20036,22202,27.53,5.9,1605
7744,79817_26NL3AUG,20015,22202,33.15,10.25,1721
7745,76692_26NCS6YE,20006,22202,21.7,5.02,1088
7746,72995_26NLP8NU,20002,20024,10.02,0.92,205
7747,35762501,22207,22207,30.98,6.0,36
7748,70310_26NRJJ68,20007,22202,17.19,4.91,880
7749,28447626,20002,20001,18.65,1.7,29
7750,75137_26NQCMFB,20004,20004,7.01,0.93,397
7751,77505_26NF4TDT,20008,20782,28.07,7.97,2028
7752,82654_26NRM0XB,20002,20005,7.82,1.54,413
7753,29081704,20002,20007,24.96,4.21,32
7754,57114_26NTX8OQ,20011,20011,8.63,2.0,416
7755,73250_26NJC3XL,20001,20037,13.76,2.01,1013
7756,77202_26NNH3CB,20004,20016,19.16,5.17,1304
7757,28869807,20037,20002,30.0,3.3,42
7758,29923115,20009,20006,20.43,1.25,37
7759,1354515A,20032,20017,30.61,10.296742026559,1409
7760,81922_26NP9SLI,20001,20003,12.14,2.61,777
7761,35593488,20001,22310,45.0,16.0,31
7762,72022_26NCRGSL,20005,20003,12.79,2.01,664
7763,50942_26NSRSPZ,20009,20008,19.16,4.1,1359
7764,27701502,20004,20001,16.73,2.2,29
7765,28157352,20004,20166,76.14,29.0,34
7766,27097914,20037,20001,24.24,3.0,36
7767,34202108,20005,20002,66.6,27.9,52
7768,81120_26NF4YO5,20001,20004,9.82,1.21,426
7769,30294620,20006,22230,28.75,7.0,29
7770,74361_26NOOLQB,20024,22202,22.43,4.54,1320
7771,32436143,20005,20036,25.64,5.0,32
7772,29820025,20007,20017,20.7,5.21,30
7773,82579_26NF64HG,20009,20036,8.63,1.21,489
7774,70856_26NNH3G2,20005,20036,9.5,1.06,460
7775,27819635,20548,20814,32.61,8.9,37
7776,29594589,20005,20001,28.99,6.7,30
7777,31836102,20001,20001,65.06,27.0,36
7778,26490638,20003,20024,57.66,15.0,49
7779,82100_26NO2RWI,20003,20007,16.73,5.04,856
7780,32349542,22202,20744,31.88,10.8,34
7781,35677351,20009,20002,29.42,2.95,35
7782,28909053,20008,22202,30.03,7.2,30
7783,30020289,20037,20565,18.81,2.3,34
7784,73208_26NFRBZT,20004,20549,6.47,0.63,332
7785,63284_26NPUTLY,20001,20010,12.6,2.57,749
7786,70572_26NFNUNM,20009,20009,7.74,0.92,311
7787,30576207,20005,22202,48.38,8.0,62
7788,30510889,20250,20166,70.44,26.6,39
7789,79817_26NQG8B9,20015,20007,16.19,4.23,991
7790,77853_26NS8PWG,20002,20007,18.81,3.63,1329
7791,27248800,20566,22202,32.18,4.9,36
7792,70395_26NMVFNY,20004,20002,10.79,1.53,732
7793,28006161,20009,20906,38.74,12.1,37
7794,77540_26NCSDW6,20005,20009,8.82,0.76,452
7795,65726_26NOMOOB,20009,20002,12.14,2.59,707
7796,31358767,20036,22202,23.21,5.5,36
7797,35292408,20009,22314,39.17,12.5,35
7798,34915751,20506,20005,32.42,6.2,61
7799,78462_26NFN7TX,20002,20001,9.17,1.38,511
7800,26862985,22202,20037,29.56,6.5,35
7801,28283448,20001,20910,27.17,6.0,30
7802,79580_26NRN5R6,20002,20005,11.79,1.64,679
7803,63356_26NFQ1XD,20006,20005,7.82,1.15,429
7804,81344_26NKI5AF,20005,20166,70.65,27.63,2626
7805,81066_26NTXM12,20004,20037,13.87,2.06,729
7806,79105_26NEIY1F,20002,20002,9.71,1.4,621
7807,33872907,20001,20001,39.52,11.0,41
7808,35561537,20001,22202,22.99,4.4,32
7809,27394227,20004,20166,77.0,27.1,32
7810,1356955A,20005,20005,10.82,0.9917084228102501,416
7811,79405_26NL4EU0,20228,20002,16.06,1.9,708
7812,77266_26NNH583,20004,20002,9.55,1.47,333
7813,1355303A,20017,20018,12.09,1.1035552374128998,489
7814,57271_26NTC6YU,20024,20024,6.66,0.58,231
7815,63276_26NGCOYG,20024,20004,7.82,1.21,431
7816,79628_26NL0TWC,20036,20016,16.46,4.96,983
7817,51951_26NCO9GK,20009,20037,12.98,1.69,632
7818,77412_26NL3MFM,20036,20007,13.52,1.3,718
7819,76072_26NL3MEO,20010,20007,18.89,5.11,1219
7820,60998_26NFQWPI,20003,20005,10.9,1.72,501
7821,75599_26NUJ8ET,20004,22207,30.42,9.91,1626
